Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
565,17148,070.0 105.0,19-4908HO-HY-230-0648-07001050-0009A-3,9,17.54,33.17,4.33,23.983,79.1,188.8486,,3.0,2.0,,2.0,,9.0,8.0,,8.0,,9.0,,9.0,0.4,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,17.54,17.54,33.17,23.98,391.9,0.03,4.33,,,0.4,,,,,,9.0,,,,,,,,
579,17579,044.0 049.0,19-4909BD-HY-248-0400-04400490-1200A-7,1200,3.31,34.455,0.65,27.429,8.7,28.25402,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.99,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1200.0,3.31,3.22,34.455,27.42,73.7,1.41,0.65,8.7,,2.99,,,,,,1212.0,,,,,,,,
498,15053,014.0 036.0,19-4908BD-HY-227-1400-01400360-0023A-3,23,16.15,31.98,5.92,23.394,104.5,258.3435,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.57,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,23.0,16.15,16.15,31.98,23.39,448.6,0.1,5.92,104.5,,0.57,,,,,,23.0,,,,,,,,
820,25275,028.0 024.0,19-4911BD-HY-324-1624-02800240-0075A-7,75,8.41,33.817,3.24,26.285,49.1,140.9924,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.38,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,75.0,8.41,8.4,33.817,26.28,174.0,0.2,3.24,49.1,,2.38,,,,,,75.0,,,,,,,,
836,25776,125.0 102.0,19-4911CR-HY-314-0112-12501020-0800A-7,800,4.98,34.455,0.39,27.253,5.5,16.95532,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.02,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,4.98,4.91,34.455,27.25,90.4,1.34,0.39,5.5,,3.02,,,,,,806.0,,,,,,,,
881,27149,056.7 146.0,19-4911HO-HY-316-1106-05671460-0453A-3,453,5.41,34.02,1.57,26.855,22.2,68.28248,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.9,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,453.0,5.41,5.37,34.02,26.85,124.2,0.97,1.57,22.2,,2.9,,,,,,456.0,,,,,,,,
223,6748,039.0 096.0,19-4905HO-HY-128-0530-03900960-1212A-3,1212,3.04,34.44,0.73,27.442,9.8,31.73104,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1212.0,3.04,2.95,34.44,27.44,71.7,1.5,0.73,9.8,,,,,,,,1224.0,,,,,,,,
634,19324,102.0 074.0,19-4909CR-HY-255-0930-10200740-1100A-7,1100,3.7,34.515,0.83,27.439,11.3,36.07786,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.48,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.7,3.62,34.515,27.43,73.1,1.47,0.83,11.3,,3.48,,,,,,1109.0,,,,,,,,
336,10142,111.0 038.0,19-4906HO-HY-154-0454-11100380-0042A-3,42,15.28,33.55,3.19,24.795,55.9,139.0184,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,42.0,15.28,15.27,33.55,24.79,315.6,0.14,3.19,55.9,,,,,,,,42.0,,,,,,,,
329,9955,102.0 094.0,19-4906HO-HY-152-0400-10200940-1000A-7,1000,4.25,34.433,0.67,27.317,9.2,29.12655,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,4.25,4.17,34.433,27.31,84.9,1.5,0.67,9.2,,,,,,,,1008.0,,,,,,,,
445,13444,056.7 136.0,19-4907HO-HY-187-0018-05671360-0125A-7,125,11.47,33.275,5.08,25.351,82.1,221.2635,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.62,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,125.0,11.47,11.45,33.275,25.35,264.4,0.39,5.08,82.1,,0.62,,,,,,126.0,,,,,,,,
41,1229,103.3 111.0,19-4903NS-HY-064-0048-10331110-0009A-3,9,15.61,33.82,,24.929,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,15.61,15.61,33.82,24.92,301.8,0.02,,,,,,,,,,9.0,,,,,,,,
179,5439,071.0 085.0,19-4905CR-HY-127-0924-07100850-1159A-3,1159,3.36,,0.33,,,,,3.0,2.0,,,9.0,9.0,,9.0,9.0,,9.0,,9.0,3.19,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1159.0,3.36,,,,,,0.33,,,3.19,,,,,,1171.0,,,,,,,,
269,8126,092.0 117.0,19-4905NS-HY-132-1142-09201170-0009A-3,9,15.75,33.48,5.49,24.636,97.1,239.2883,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.4,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,15.75,15.75,33.48,24.63,329.7,0.03,5.49,97.1,,0.4,,,,,,9.0,,,,,,,,
485,14676,024.0 051.0,19-4908BD-HY-223-0718-02400510-0150A-7,150,6.96,33.589,4.33,26.315,63.4,188.4195,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.0,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,6.96,6.95,33.589,26.31,172.1,0.44,4.33,63.4,,2.0,,,,,,151.0,,,,,,,,
410,12359,102.0 084.0,19-4907CR-HY-186-2230-10200840-0150A-7,150,12.83,33.445,4.76,25.226,79.2,207.351,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.67,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,12.83,12.81,33.445,25.22,277.2,0.48,4.76,79.2,,0.67,,,,,,151.0,,,,,,,,
992,30648,090.0 070.0,19-5002CR-HY-037-1954-09000700-0147A-3,147,9.5,,,,,,,3.0,2.0,,,9.0,9.0,9.0,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,147.0,9.5,9.48,,,,0.4,,,,,,,,,,148.0,,,,,,,,
389,11735,013.3 044.0,19-4907BD-HY-196-0618-01330440-1250A-3,1250,2.88,34.43,,27.449,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1250.0,2.88,2.79,34.43,27.44,70.8,1.49,,,,,,,,,,1263.0,,,,,,,,
834,25700,124.0 083.0,19-4911CR-HY-313-1406-12400830-0099A-3,99,13.83,33.6,5.07,25.144,86.3,220.8726,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.75,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,99.0,13.83,13.82,33.6,25.14,283.9,0.34,5.07,86.3,,0.75,,,,,,99.0,,,,,,,,
274,8284,092.0 068.0,19-4905NS-HY-133-1636-09200680-0030A-7,30,14.26,33.464,5.14,24.948,88.2,223.9649,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.44,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,14.26,14.26,33.464,24.94,300.6,0.09,5.14,88.2,,0.44,,,,,,30.0,,,,,,,,
557,16931,059.0 107.0,19-4908HO-HY-226-0312-05901070-1000A-7,1000,3.69,34.426,0.49,27.368,6.7,21.30045,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.09,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.69,3.62,34.426,27.36,78.7,1.46,0.49,6.7,,3.09,,,,,,1009.0,,,,,,,,
910,28052,082.0 057.0,19-4911HO-HY-325-0506-08200570-1100A-7,1100,3.58,34.503,0.81,27.441,11.0,35.20845,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.24,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.58,3.5,34.503,27.44,72.5,1.32,0.81,11.0,,3.24,,,,,,1110.0,,,,,,,,
765,23538,092.0 039.0,19-4910CR-HY-289-0742-09200390-0298A-3,298,7.48,34.2,1.19,26.726,17.7,51.76201,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,298.0,7.48,7.45,34.2,26.72,136.0,0.56,1.19,17.7,,,,,,,,300.0,,,,,,,,
129,3931,122.0 044.0,19-4904NS-HY-092-0130-12200440-0200A-7,200,9.49,34.399,1.02,26.572,15.9,44.37409,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.38,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,9.49,9.47,34.399,26.57,149.7,0.42,1.02,15.9,,2.38,,,,,,201.0,,,,,,,,
708,21732,028.0 024.0,19-4910BD-HY-285-1030-02800240-0392A-3,392,5.99,34.02,1.14,26.784,16.3,49.58433,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.72,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,392.0,5.99,5.96,34.02,26.78,130.7,0.7,1.14,16.3,,2.72,,,,,,395.0,,,,,,,,
654,19964,052.0 075.0,19-4909HO-HY-249-1912-05200750-0000B-3,0,15.2,32.97,5.95,24.365,103.7,259.4066,,3.0,1.0,,2.0,,9.0,,,,,9.0,,9.0,0.86,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,15.2,15.2,32.97,24.36,355.3,0.0,5.95,103.7,,0.86,,,,,,0.0,,,,,,,,
630,19186,101.0 034.0,19-4909CR-HY-254-1248-10100340-0148A-3,148,9.85,33.93,2.69,26.145,42.1,117.0745,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.13,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,148.0,9.85,9.83,33.93,26.14,189.1,0.4,2.69,42.1,,2.13,,,,,,149.0,,,,,,,,
637,19418,102.0 103.0,19-4909CR-HY-256-0030-10201030-1132A-3,1132,3.76,34.47,0.74,27.398,10.1,32.16709,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.35,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1132.0,3.76,3.67,34.47,27.39,77.4,1.65,0.74,10.1,,3.35,,,,,,1141.0,,,,,,,,
430,12957,125.0 102.0,19-4907CR-HY-192-1448-12501020-0020A-7,20,20.63,34.167,5.26,23.962,102.5,229.4144,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.37,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,20.63,20.63,34.167,23.96,394.5,0.07,5.26,102.5,,0.37,,,,,,20.0,,,,,,,,
798,24572,070.0 095.0,19-4910HO-HY-291-2312-07000950-0007A-3,7,16.06,33.04,5.24,24.228,93.0,228.4827,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.54,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,7.0,16.06,16.06,33.04,24.22,368.5,0.02,5.24,93.0,,0.54,,,,,,7.0,,,,,,,,
707,21676,035.0 037.0,19-4910BD-HY-284-1530-03500370-0125A-7,125,8.45,33.833,2.9,26.292,44.0,126.1961,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.19,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,125.0,8.45,8.44,33.833,26.29,174.3,0.32,2.9,44.0,,2.19,,,,,,126.0,,,,,,,,
841,25921,112.0 117.0,19-4911CR-HY-315-1554-11201170-0250A-7,250,9.1,34.163,2.25,26.451,34.7,97.89556,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.12,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,9.1,9.07,34.163,26.45,162.0,0.69,2.25,34.7,,2.12,,,,,,251.0,,,,,,,,
336,10141,111.0 038.0,19-4906HO-HY-154-0454-11100380-0030A-7,30,16.12,33.604,3.81,24.648,67.9,166.0615,,7.0,3.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,16.12,16.11,33.604,24.64,329.2,0.1,3.81,67.9,,,,,,,,30.0,,,,,,,,
45,1360,102.0 074.0,19-4903NS-HY-065-0136-10200740-0154A-3,154,9.75,33.49,,25.818,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,154.0,9.75,9.73,33.49,25.81,220.2,0.43,,,,,,,,,,155.0,,,,,,,,
1009,31111,083.3 055.0,19-5002CR-HY-041-2048-08330550-0030A-7,30,11.16,33.459,5.29,25.548,85.0,230.366,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.06,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,11.16,11.16,33.459,25.54,243.3,0.07,5.29,85.0,,1.06,,,,,,30.0,,,,,,,,
688,21085,082.0 087.0,19-4909HO-HY-260-2130-08200870-1000A-7,1000,3.85,34.482,0.66,27.397,9.0,28.68959,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.85,3.77,34.482,27.39,76.5,1.43,0.66,9.0,,,,,,,,1008.0,,,,,,,,
809,24923,035.0 134.0,19-4911BD-HY-319-1200-03501340-0056A-3,56,,32.92,5.34,,,,,3.0,,9.0,2.0,,9.0,,9.0,9.0,,9.0,,9.0,0.54,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,56.0,,,32.92,,,0.21,5.34,91.0,,0.54,,,,,,56.0,,,,,,,,
565,17170,070.0 105.0,19-4908HO-HY-230-0648-07001050-0600A-7,600,4.8,34.228,1.23,27.091,17.2,53.48289,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.09,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,600.0,4.8,4.75,34.228,27.09,102.9,1.06,1.23,17.2,,3.09,,,,,,604.0,,,,,,,,
308,9293,050.0 095.0,19-4906CR-HY-159-0448-05000950-0800A-7,800,4.02,34.342,0.29,27.267,4.0,12.60763,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,4.02,3.96,34.342,27.26,87.2,1.16,0.29,4.0,,,,,,,,807.0,,,,,,,,
328,9900,102.0 103.0,19-4906HO-HY-151-2218-10201030-0046A-3,46,15.88,33.71,5.6,24.785,99.4,244.0473,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,46.0,15.88,15.87,33.71,24.78,316.7,0.15,5.6,99.4,,,,,,,,46.0,,,,,,,,
1093,33720,040.0 080.0,19-5003BD-HY-072-0112-04000800-0100A-7,100,8.26,33.559,,26.105,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,8.26,8.25,33.559,26.1,191.5,0.25,,,,,,,,,,101.0,,,,,,,,
470,14208,036.0 125.0,19-4908BD-HY-217-1318-03601250-0000B-3,0,17.5,32.94,5.67,23.816,103.4,247.3318,,3.0,1.0,,2.0,,9.0,,,,,9.0,,9.0,0.64,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,17.5,17.5,32.94,23.81,407.6,0.0,5.67,103.4,,0.64,,,,,,0.0,,,,,,,,
243,7354,126.0 122.0,19-4905NS-HY-123-0248-12601220-0580A-3,580,6.52,34.36,0.33,26.987,4.8,14.35052,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.4,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,580.0,6.52,6.47,34.36,26.98,114.9,1.15,0.33,4.8,,3.4,,,,,,584.0,,,,,,,,
1014,31276,093.3 090.0,19-5002CR-HY-044-0248-09330900-0150A-7,150,11.1,33.513,4.52,25.604,72.6,196.8237,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.08,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,11.1,11.08,33.513,25.6,240.9,0.44,4.52,72.6,,1.08,,,,,,151.0,,,,,,,,
797,24554,070.0 105.0,19-4910HO-HY-291-1630-07001050-0250A-7,250,8.04,33.937,3.16,26.437,47.5,137.4908,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.93,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,8.04,8.01,33.937,26.43,162.7,0.7,3.16,47.5,,1.93,,,,,,251.0,,,,,,,,
978,30200,050.0 110.0,19-5002BD-HY-049-1200-05001100-0250A-7,250,7.1,34.0,,26.621,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,7.1,7.08,34.0,26.62,144.8,0.55,,,,,,,,,,252.0,,,,,,,,
628,19114,111.0 048.0,19-4909CR-HY-253-1606-11100480-0500A-7,500,7.04,34.344,0.46,26.903,6.8,20.0054,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.3,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,7.04,6.99,34.344,26.9,122.2,1.01,0.46,6.8,,3.3,,,,,,503.0,,,,,,,,
982,30335,070.0 060.0,19-5002CR-HY-033-1300-07000600-0700A-7,700,4.5,34.411,0.42,27.271,5.8,18.25925,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.66,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.5,4.45,34.411,27.27,86.7,0.95,0.42,5.8,,2.66,,,,,,706.0,,,,,,,,
534,16223,092.0 137.0,19-4908CR-HY-226-1324-09201370-1100A-7,1100,3.71,34.456,0.79,27.391,10.7,34.34077,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.28,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.71,3.63,34.456,27.39,77.5,1.6,0.79,10.7,,3.28,,,,,,1109.0,,,,,,,,
698,21396,024.0 120.0,19-4910BD-HY-281-2306-02401200-1000A-7,1000,3.36,34.423,0.36,27.398,4.9,15.64885,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.16,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.36,3.29,34.423,27.39,75.2,1.44,0.36,4.9,,3.16,,,,,,1009.0,,,,,,,,
782,24063,071.0 066.0,19-4910HO-HY-285-1706-07100660-0078A-3,78,10.35,33.15,5.1,25.45,80.4,222.1132,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,1.36,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,78.0,10.35,10.34,33.15,25.45,253.6,0.24,5.1,80.4,,1.36,,,,,,78.0,,,,,,,,
70,2148,122.0 044.0,19-4903NS-HY-072-0906-12200440-0294A-3,294,9.32,34.49,,26.673,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,294.0,9.32,9.29,34.49,26.67,142.1,0.62,,,,,,,,,,296.0,,,,,,,,
248,7492,112.0 107.0,19-4905NS-HY-124-2224-11201070-0010A-3,10,16.51,33.78,4.32,24.694,77.7,188.2818,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.27,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,10.0,16.51,16.51,33.78,24.69,324.3,0.03,4.32,77.7,,0.27,,,,,,10.0,,,,,,,,
294,8858,063.3 058.0,19-4906CR-HY-154-1942-06330580-0600A-7,600,5.1,34.267,0.33,27.088,4.6,14.34911,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,600.0,5.1,5.05,34.267,27.08,103.6,,0.33,4.6,,,,,,,,606.0,,,,,,,,
437,13171,054.0 056.0,19-4907HO-HY-184-0230-05400560-0020A-7,20,10.5,33.34,5.91,25.572,93.6,257.3594,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.15,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,10.5,10.5,33.34,25.57,240.9,0.04,5.91,93.6,,1.15,,,,,,20.0,,,,,,,,
294,8854,063.3 058.0,19-4906CR-HY-154-1942-06330580-0300A-7,300,6.82,34.134,1.2,26.765,17.6,52.195,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.82,6.79,34.134,26.76,131.8,,1.2,17.6,,,,,,,,303.0,,,,,,,,
746,22945,102.0 054.0,19-4910CR-HY-284-1230-10200540-0575A-3,575,5.64,34.36,0.85,27.098,12.1,36.95947,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,575.0,5.64,5.59,34.36,27.09,103.2,1.01,0.85,12.1,,,,,,,,579.0,,,,,,,,
618,18789,126.0 132.0,19-4909CR-HY-250-1024-12601320-0500A-7,500,6.71,34.398,0.46,26.991,6.7,20.00368,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.3,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,6.71,6.66,34.398,26.99,113.6,1.04,0.46,6.7,,3.3,,,,,,503.0,,,,,,,,
51,1534,111.0 048.0,19-4903NS-HY-066-2342-11100480-0050A-7,50,13.98,33.709,,25.196,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,13.98,13.97,33.709,25.19,277.6,0.14,,,,,,,,,,50.0,,,,,,,,
1001,30856,086.7 060.0,19-5002CR-HY-039-1942-08670600-0000B-3,0,12.76,33.33,5.46,25.147,90.7,237.8621,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.54,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,12.76,12.76,33.33,25.14,280.8,0.0,5.46,90.7,,0.54,,,,,,0.0,,,,,,,,
483,14612,026.7 033.0,19-4908BD-HY-222-1800-02670330-0100A-7,100,7.95,33.59,3.33,26.176,49.9,144.9243,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.45,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,7.95,7.94,33.59,26.17,184.8,0.27,3.33,49.9,,2.45,,,,,,101.0,,,,,,,,
75,2297,036.7 115.0,19-4904CR-HY-093-0036-03671150-0150A-7,150,8.9,33.357,4.89,25.85,74.7,212.8843,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,8.9,8.88,33.357,25.85,216.8,0.4,4.89,74.7,,,,,,,,151.0,,,,,,,,
943,29150,071.0 086.0,19-5001HO-HY-008-1030-07100860-1200A-7,1200,3.41,34.438,0.84,27.406,11.3,36.5137,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.84,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1200.0,3.41,3.32,34.438,27.4,76.1,1.64,0.84,11.3,,2.84,,,,,,1211.0,,,,,,,,
653,19924,053.3 066.0,19-4909HO-HY-249-0854-05330660-0073A-3,73,9.56,33.54,4.74,25.887,73.6,206.3467,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,1.67,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,73.0,9.56,9.55,33.54,25.88,212.0,0.2,4.74,73.6,,1.67,,,,,,73.0,,,,,,,,
870,26810,092.0 058.0,19-4911CR-HY-323-0342-09200580-0300A-7,300,7.05,34.144,1.5,26.742,22.1,65.24521,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.3,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,7.05,7.02,34.144,26.74,134.2,0.67,1.5,22.1,,2.3,,,,,,302.0,,,,,,,,
608,18484,015.0 105.0,19-4909BD-HY-257-1612-01501050-0400A-7,400,5.15,33.943,2.53,26.824,35.5,110.0381,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,400.0,5.15,5.12,33.943,26.82,126.2,0.82,2.53,35.5,,,,,,,,403.0,,,,,,,,
